path,label,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,pca_feature_5,pca_feature_6,pca_feature_7,pca_feature_8,pca_feature_9,pca_feature_10,pca_feature_11,pca_feature_12,pca_feature_13,pca_feature_14,pca_feature_15,pca_feature_16,pca_feature_17,pca_feature_18,pca_feature_19,pca_feature_20,pca_feature_21,pca_feature_22,pca_feature_23,pca_feature_24,pca_feature_25,pca_feature_26,pca_feature_27,pca_feature_28,pca_feature_29,pca_feature_30,pca_feature_31,pca_feature_32,pca_feature_33,pca_feature_34,pca_feature_35,pca_feature_36,pca_feature_37,pca_feature_38,pca_feature_39,pca_feature_40,pca_feature_41,pca_feature_42,pca_feature_43,pca_feature_44,pca_feature_45,pca_feature_46,pca_feature_47,pca_feature_48,pca_feature_49,pca_feature_50,pca_feature_51,pca_feature_52,pca_feature_53,pca_feature_54,pca_feature_55,pca_feature_56,pca_feature_57,pca_feature_58,pca_feature_59,pca_feature_60,pca_feature_61,pca_feature_62,pca_feature_63,pca_feature_64,pca_feature_65,pca_feature_66,pca_feature_67,pca_feature_68,pca_feature_69,pca_feature_70,pca_feature_71,pca_feature_72,pca_feature_73,pca_feature_74,pca_feature_75,pca_feature_76,pca_feature_77,pca_feature_78,pca_feature_79,pca_feature_80,pca_feature_81,pca_feature_82,pca_feature_83,pca_feature_84,pca_feature_85,pca_feature_86,pca_feature_87,pca_feature_88,pca_feature_89,pca_feature_90,pca_feature_91,pca_feature_92,pca_feature_93,pca_feature_94,pca_feature_95,pca_feature_96,pca_feature_97,pca_feature_98,pca_feature_99,pca_feature_100,pca_feature_101,pca_feature_102,pca_feature_103,pca_feature_104,pca_feature_105,pca_feature_106,pca_feature_107,pca_feature_108,pca_feature_109,pca_feature_110,pca_feature_111,pca_feature_112,pca_feature_113,pca_feature_114,pca_feature_115,pca_feature_116,pca_feature_117,pca_feature_118,pca_feature_119,pca_feature_120,pca_feature_121,pca_feature_122,pca_feature_123,pca_feature_124,pca_feature_125,pca_feature_126,pca_feature_127,pca_feature_128,pca_feature_129,pca_feature_130,pca_feature_131,pca_feature_132,pca_feature_133,pca_feature_134,pca_feature_135,pca_feature_136,pca_feature_137
s3://p8-data-cloud/Fruits_Cloud/Kiwi/r_70_100.jpg,Kiwi,0.8891257,5.029703,-13.575694,-10.069529,-1.464609,8.881615,6.446744,3.5655978,1.3621364,-2.7886646,-0.8212369,0.22876428,5.6183753,1.7893952,-3.449462,-1.2077106,-0.51303095,0.16466577,1.3351016,-0.4748269,4.2839494,-0.6782763,-2.2037935,-0.32280025,0.8048225,2.0385594,-5.115633,-1.5944405,-0.99756116,-1.6979915,-1.3539813,-0.2511042,1.4029032,-1.2457743,0.38244206,1.9240258,-0.26192448,2.4845889,-0.77937347,-0.7466615,2.7431285,-0.07311769,-1.1103089,-0.18273489,1.303694,-0.64807135,0.068086654,-0.7706841,-0.64623165,1.0064511,-0.40930688,0.59279263,-0.59729046,-0.2894578,-0.3475846,-1.095708,-0.053325906,-1.5479226,0.7257993,0.44871792,-1.4796497,-1.6270086,0.42006236,0.9811904,0.53292227,-0.4929143,-0.6343937,-0.7032133,-0.3642423,0.6145957,0.2626093,-2.113868,-0.05132429,-0.49576935,0.5680175,0.25564665,-1.6345727,-0.8408765,0.22184846,1.4447862,-0.3500939,-0.5511758,1.2116307,-0.8300561,-0.59705794,-0.7230213,0.476097,0.32202968,2.6717484,0.70702,0.09370958,-0.18033987,0.67765236,1.2971675,-1.1616175,-0.19369133,-0.6607325,0.8912527,0.43065712,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Tomato 1/r2_295_100.jpg,Tomato 1,2.4919267,-15.553353,-6.6883607,-2.3603814,2.5087411,4.498824,5.8279552,-2.9650502,-0.6276919,-4.9139967,-6.1531982,-0.6061833,3.5057566,-1.187655,1.7851361,-3.2440388,-2.8434267,2.4151654,0.3771357,0.012055664,0.76175284,0.4583983,1.855683,1.4834955,-1.7284188,1.7565619,-4.5507007,-2.9703636,-0.65153193,-0.56803715,-0.014720076,-2.1578019,1.5243468,-0.29852718,0.74113554,3.381419,-0.46647033,0.6804163,-0.90169,0.26366553,1.5590225,-0.7355703,-0.36757752,-0.26445314,0.8043278,-1.5700629,-0.8624652,-1.0725405,0.18439665,0.91137594,1.5003434,-0.2562461,-0.23468101,0.791839,-0.5901775,-1.1741495,-0.3931899,-1.401984,-0.6600722,-0.3798639,-1.0223941,-0.6974623,0.9055543,-0.25257555,0.9461515,-0.46762392,0.17799728,0.13404055,-0.17859471,0.33569127,0.33300596,-1.3608086,-0.59089655,-0.7682833,-0.21327749,-0.98691326,-1.1623873,-0.31456053,-0.95669425,1.5597339,-0.12867133,-1.8945522,0.62457395,-0.7516669,0.19996119,-0.51181406,0.26767853,-0.07437063,1.7729216,1.7839794,-0.5141038,0.029288566,1.2225786,2.7715297,-0.42543107,-0.077657655,-1.7992355,0.60188043,0.61886156,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Clementine/r_29_100.jpg,Clementine,-2.3969204,-9.433742,-6.661249,-0.572305,-7.1574435,4.6984115,-3.2238073,3.36632,-4.768886,-2.1402159,-4.1839137,-0.72468615,2.8213086,0.9405426,-3.6669085,-1.3810425,-2.5825093,1.8411738,0.62452364,-2.6175559,2.2910588,-0.45565057,-0.9737645,2.0222661,1.9338571,1.7334456,-2.107243,-2.7417033,-0.35051954,-1.3277267,1.8034699,0.087883495,1.6178238,0.22706375,0.7869871,0.44955176,1.3306439,1.1019305,-1.4310021,-2.7227328,1.8764415,-1.780617,-0.07759047,-0.52961797,0.3316598,-1.4410411,-0.81358653,-1.6939118,0.61696106,1.511999,1.2481042,-0.06492697,0.23043537,0.5353174,-0.73576236,-1.8448879,-0.054311804,-2.3181684,-0.080142945,-0.42692503,-0.9732123,-0.35409212,0.63619727,-0.36508223,0.47752336,-0.5593803,0.45740715,0.25555232,-0.23973335,-0.01346167,0.24895619,-1.2735485,-0.2509603,-0.6461092,0.047365233,-0.28402504,-0.6813716,-0.75121546,-0.56835085,1.317141,-0.23880006,-2.1591182,0.8671142,-0.59056795,0.09540637,-0.6569583,0.51962584,0.13959765,1.945867,1.211929,-0.22066295,-1.2881943,1.1880212,2.603922,-2.0449247,0.30407655,-0.46671388,2.239648,0.37278283,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Apple Golden 2/r_4_100.jpg,Apple Golden 2,-7.2126174,-2.02779,-7.8164864,5.66659,3.7272909,-0.29031748,3.0819428,-1.3340244,-2.670027,-1.7407272,-2.369801,-1.734862,1.9360163,-1.151103,-6.040577,-1.967549,-4.7951436,-1.0500877,1.4950808,0.20604832,3.6079648,0.45972422,-0.09329093,-0.3254839,0.7842993,0.91906035,-3.3579402,-1.6488054,-0.67890924,-0.39505035,-0.2879252,-2.0635805,-1.4566911,-1.4959525,-0.35036469,0.21535271,-0.12523949,0.8675405,-0.887746,-0.7688341,2.111947,-1.4571403,-0.44425505,-0.50512403,0.46786374,-0.79642576,0.20062539,-0.98628265,0.7133882,0.80826926,1.2217027,-0.7725679,0.05723277,0.82065016,-0.64242667,-1.0954409,-1.0475581,-1.2288504,0.3461647,-0.6359785,-1.3144767,0.31909674,0.5597693,-0.15895505,0.1268354,-0.5022149,-0.020737287,0.48835027,0.4686381,1.1948389,0.41604343,0.057076667,1.0927398,0.0056773964,-0.9470739,-1.0002397,-0.41189793,0.5327741,-0.28430167,0.5492192,0.660973,-0.9676022,0.26354647,-1.6912273,-0.9465717,-0.7258803,-0.03146214,-0.38619852,1.5087644,1.3882229,0.6068383,-0.32859865,1.4943492,1.1803591,-0.8859024,0.06487585,-0.7019811,1.3612878,1.1568856,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Onion white/r2_9_100.jpg,Onion white,9.440163,-5.6949544,-15.113242,11.874875,-0.37165275,12.525573,-3.755427,-2.0228453,0.8487562,-2.9655466,-3.1495187,-0.36949024,3.925469,2.0072436,-3.1117904,-3.8041317,-4.1181483,2.902758,0.7280632,-1.8717152,0.19135728,-2.951142,-4.3578973,1.6693473,1.1612811,4.560389,-5.459985,-6.153556,-0.18493322,0.618,-2.4013875,0.08834258,0.4596601,-0.25541136,-1.4081545,1.0013468,1.6312585,-2.4186924,-2.431902,-0.43611515,1.9585718,-0.6860983,-2.7698884,0.37651545,0.17720924,0.23383665,1.5142999,-1.8680454,2.3219192,-0.5675443,1.2180715,0.57863325,1.000839,0.73931336,-0.002494648,-1.3040667,-0.47703966,-1.7032735,0.04338128,-0.021916356,-0.2021226,-0.4022569,0.68372333,0.10930531,1.0668812,-0.1656638,-0.19179921,0.85985035,-0.30495,0.63880664,0.5234328,-1.8044888,-0.13141875,-0.32286692,-0.115570426,-0.682935,-0.86763316,-0.07669224,-0.8638655,1.4035499,-0.07985427,-1.4578184,0.72685933,-0.6640777,0.026988253,-0.45308048,0.49430782,-0.22903343,1.5678192,1.3127397,-0.1226277,-0.43054348,1.157236,1.3315667,-1.2957664,-0.33156985,-0.71569324,0.9277196,0.4875135,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Kiwi/3_100.jpg,Kiwi,0.69657016,3.0947397,-11.434088,-5.579346,-3.0736547,7.046598,2.0536788,-0.30929223,0.59460324,-3.961929,-3.6248195,0.16944107,-1.6071563,0.1895141,-5.9627533,-2.7321904,-5.0449123,4.794596,-1.5715543,-4.946617,0.36575344,1.9648577,0.8029687,3.416819,2.5724921,-1.6680539,-5.0614896,-2.4561493,0.8128261,2.3723495,1.4604576,-2.845703,0.17539379,-0.84195185,-0.20906535,0.75538903,-0.55104077,2.140175,-1.2961191,0.20729935,2.5445244,0.20360318,-1.0444248,-0.5765889,0.31982327,0.20123029,0.7434362,-0.4536188,0.075603224,0.8348766,1.584911,-1.7787626,0.5251483,-1.3171873,-0.69972265,-3.1596613,-0.61423725,-2.449604,-0.7573697,1.2107954,-1.0954124,-0.62324685,0.76128876,-0.24512579,1.2639354,-1.0347636,0.020532304,0.38001198,0.61373895,0.40090027,-0.6595339,-2.6722538,-0.50329095,-0.07576529,-0.2376827,-1.0342544,-1.0717323,-0.40185392,-0.64319813,0.9145203,-0.23065737,-1.4461238,0.81822366,-1.0719353,0.49746454,-1.0843598,0.903107,-0.25859505,1.3869418,1.5823841,-0.031682372,-0.39657158,1.1047875,1.2525672,-1.2779506,-0.3234826,-0.66862226,0.9906526,0.5215403,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Cauliflower/r_304_100.jpg,Cauliflower,6.678481,7.036937,5.5613694,0.69955957,2.7599816,5.2091026,-0.088984124,-0.116732545,-3.665008,-5.0834117,-5.1389437,1.6711087,2.5824134,-1.5478767,-3.1917293,-2.421469,-1.0237194,2.5869815,1.0568284,-0.36076778,3.0370708,-0.1571094,-1.3917905,1.0346025,1.7872201,2.6563182,-3.1418948,-2.084125,-1.0690327,-0.027527405,1.3812665,-1.8990446,-0.52231413,0.9453983,-0.36166498,0.8017767,0.84938586,1.3358263,1.3805382,-0.3226317,-0.1904584,-0.5006396,-2.4248354,1.1112673,0.48329026,-0.9047474,-0.13276334,-0.9248311,0.7713302,1.3985846,2.4132738,-0.21474418,-1.4771991,-1.5904341,0.50236297,-1.3539706,-1.213926,-2.6853852,-0.27029258,-0.43593684,-1.0865282,-0.3335277,0.8331057,0.27053946,0.8402813,0.2765064,-0.034793083,0.59487814,-0.7788958,0.28163224,-0.0959359,-1.3685868,1.0269376,0.028916579,-0.6750999,0.7848449,-2.2292523,0.23341274,-1.5990713,2.8782256,-0.95313597,-2.4443688,0.7775579,-1.5984131,-0.10439401,-0.09139417,0.44473523,-0.12764004,1.4543321,1.309494,0.03275245,-0.3548107,1.1784084,1.324732,-1.2586724,-0.25315073,-0.63206446,0.9744027,0.42548993,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Corn/r_145_100.jpg,Corn,9.339225,2.7781537,-7.2808003,6.12289,-7.6317935,0.656354,7.9602575,-0.10037471,-6.7743535,-5.807961,-2.3172965,-0.6398634,4.163785,2.690182,-0.08258794,-1.8187695,-2.055886,0.2828333,1.1877626,-1.029847,0.62034875,0.28763384,0.1556419,2.6477191,1.6075271,-0.23658769,-2.9552474,-2.558467,-1.7966635,2.0725896,-1.1165298,-0.34902176,1.3110219,-1.0470244,-1.1696805,-0.68430406,-1.1540438,0.7860005,0.7022642,-3.3049695,0.25304005,-3.4124277,-2.224546,-0.35898662,1.7028676,-0.71536475,2.1765938,1.2666311,-1.4347453,-1.1831838,0.78725445,-0.56414,0.38869354,0.73478776,-0.90715325,-0.5711661,-2.0957708,-2.2094972,-0.9689348,-1.204913,-0.97692394,-1.3977103,0.3885691,0.25332367,0.37823412,-1.0120778,0.62554604,0.26667666,-0.96870315,0.37840626,-0.028049417,-1.6039368,-0.588904,-0.84726363,0.31535432,-0.68890417,-0.61565244,-0.38119376,-0.69910425,1.3714415,-0.30981895,-1.6703274,0.82728684,-1.0038583,0.07110104,-0.5920623,0.40913472,-0.4923398,1.6569772,1.5581203,-0.17704807,-0.29251608,1.216456,1.3596689,-1.3804921,-0.2597766,-0.7241622,0.9358566,0.46765092,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Clementine/r_67_100.jpg,Clementine,-1.5223899,-10.744321,-4.918284,0.27148128,-5.811107,4.0107694,-3.5251534,4.782391,-5.195748,-2.7352052,-6.1338186,0.9848004,3.425613,2.278405,-4.2155943,-1.5223234,-1.6756971,2.6779337,0.3267456,-2.3138893,1.8923328,0.61547345,-0.15050171,-2.3189206,0.35222882,0.8456381,-3.4466236,-2.6184776,-1.2842602,-0.035919756,-0.10469381,0.17245175,-1.5860332,-1.6411752,-1.5241219,2.7646394,-1.3758236,2.6383805,-2.5854785,0.59230727,1.2423599,-1.0183332,-1.1415174,0.3577123,1.2030432,-0.539747,0.06692569,-0.102796204,0.10083965,-0.20971301,1.3469647,-0.21794583,-0.14807191,0.070911154,0.52004665,-0.96171117,-0.29398832,-1.4494646,-0.39984268,0.084758624,-1.0395871,0.0062179384,0.7633385,-0.10143404,0.669018,-0.4242206,0.1430835,1.0179718,-0.2791554,0.32795063,0.58499485,-1.4185596,-0.47593227,-0.80350363,-0.34147286,-0.45624462,-0.4996615,-0.37534976,-0.9507367,1.2676914,-0.49721956,-1.4767792,1.257135,-1.1590257,-0.12730981,-0.36150843,0.44317195,0.08994805,1.6730456,1.4116759,0.1606367,-1.197564,1.9337317,1.0095011,-2.0372143,0.8768776,-1.2761846,0.057974126,0.19613741,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Clementine/r_183_100.jpg,Clementine,-1.6404727,-8.290805,-4.6835585,0.08765322,-7.322009,2.9947648,-3.0064876,3.326207,-2.3088622,-2.5489073,-4.7803392,1.6331335,2.150498,1.97856,-3.5873663,-2.4150238,-3.361643,1.0299516,0.89768946,-0.9870185,1.5735687,0.44282207,-1.4104706,-0.65841097,0.5622609,0.84860873,-3.2656775,-1.398707,-0.0036069758,-0.28285325,-0.011314197,-1.5701538,0.730333,-1.6895638,-0.7342718,0.9047334,0.2750877,-0.58635837,-0.68117833,1.5227834,1.5215492,-0.67005783,-0.78811234,-1.2576967,1.5308524,-1.5478683,1.5546403,-0.8779704,0.5687395,1.1487646,1.0469004,0.14872245,-0.6517171,0.372318,-0.97634476,-1.1366401,-0.20012699,-1.7992527,-0.5215917,-0.43472725,-0.16873462,-1.1040946,0.9763658,-0.5037337,2.1251483,-0.029082691,0.030649528,-1.2747366,-0.45744726,-0.34352696,-0.2038498,-0.49801463,-0.08865242,-1.1759979,-0.17844193,-1.1669229,-1.1044524,-0.584286,-1.2165703,1.7993276,-0.23189639,-1.1797564,0.23103169,-1.2658637,0.09648335,-0.38760018,0.89068455,-0.3795535,1.6072677,1.755298,0.5138886,1.6180683,1.0786059,1.4030105,-2.1983807,-0.03088488,-0.7391291,1.2591118,0.18205526,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Pear/r_88_100.jpg,Pear,-9.568431,1.2672381,-10.277304,3.1385856,1.8828518,3.6357243,2.9499443,-1.5165775,-4.971057,-3.420389,-6.644882,0.20386887,3.7796564,0.8448304,-4.194154,-0.98684925,-2.5454507,1.9087085,-1.649069,-2.6625748,0.43693346,-0.6470356,-0.7488238,-1.3260177,-2.099142,2.9735165,-2.7954824,0.060737375,0.5665091,0.44106752,0.40155128,0.14049761,1.2439917,-0.25291845,0.23981893,-0.07588835,0.10805937,-0.56992877,-0.30617258,-0.74815553,-0.08093902,-1.4448066,-0.5202642,-1.1745328,2.0777667,-0.84260595,-0.72623694,-0.25215313,0.12895949,0.21675706,0.74779314,0.17011355,-1.0249268,0.31322148,0.9215628,-2.3016586,-0.36626077,-1.4530085,-0.1967945,0.752509,-0.984312,-0.333613,0.17650023,1.8158283,1.7183639,-0.6223289,-0.1891682,-0.69018644,0.005311327,-0.3541255,-0.27801046,-1.6621196,-0.3631632,0.4260818,-0.6515698,-0.42633566,-0.017696919,0.42269078,-0.4611266,1.4578071,-1.0637606,-0.64604753,0.19551688,0.49852008,0.47351244,-0.42789337,0.058553528,-0.086981975,0.54517937,0.89589995,-0.47070456,-0.36125287,1.612882,1.3914403,-1.2884309,-0.22015923,-0.6715414,1.0429182,0.4268326,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Lime/142_100.jpg,Lime,-5.9535823,0.49704707,-5.81262,0.34753844,-7.618005,0.5274877,-1.6274698,-4.555384,0.15005288,-3.996847,-3.7644806,0.77421355,1.1836629,0.53160393,-1.087326,-1.2034967,-1.8746947,0.15604202,1.9328572,-0.2515245,2.157022,-0.51714087,0.56721723,1.0578136,2.4724581,1.2911649,-3.2460878,-1.5429059,0.5194672,-1.0012673,0.46170717,-1.7990792,-0.1520065,-2.0219333,0.79273385,0.29644072,1.2156868,0.548675,-1.6783371,-0.08262082,1.2339246,-1.4949173,-1.8239031,-0.2806167,0.64522016,0.3092844,0.3524391,-0.6075424,-0.63783705,0.63057554,0.4609735,0.18850046,0.2997708,0.15552334,0.075046934,-1.7724694,0.5558853,-1.1057572,-0.49764788,-0.06436071,-0.7445456,0.15637057,-0.02611884,0.8780572,0.043444246,-0.62942725,0.14157234,-0.5240383,-0.5855185,-0.22126108,1.037777,-2.0486157,-0.19207725,0.026996855,-1.1504148,-0.8022403,0.016207917,-0.38936663,-0.7445105,1.8506268,0.5591432,-2.3709798,0.4141542,-0.7676606,0.46051344,1.061634,2.4340675,-0.64427626,2.2419171,0.61896116,-0.037435897,-0.41425297,1.2558026,1.3874443,-1.1517063,-0.12503906,-0.7882393,0.7802713,0.63257056,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
s3://p8-data-cloud/Fruits_Cloud/Walnut/77_100.jpg,Walnut,8.521744,2.5349514,-17.847261,-6.0142417,-1.6471171,-2.4813251,-1.5074923,3.495843,-0.63410306,-5.2952933,-4.527962,-7.39042,1.743884,-2.7479408,-0.96652347,-7.010715,-4.0034175,5.788231,2.5055635,-1.9173107,2.911826,-1.9560487,-2.2189713,0.4170314,-0.29449934,3.0201762,-4.2852387,-0.8805631,0.9141052,1.0571252,0.27025384,-0.0029092531,-1.259146,-1.6637038,0.44415975,-0.8923982,2.0941474,1.9588832,-2.6663682,0.8256024,1.1942083,-1.4224464,-0.15805069,-1.0587192,1.1896735,-1.6571112,-0.13496678,0.1776307,-1.5335807,0.89321387,1.9082019,-0.52191275,-0.027646722,-0.35692987,0.70715123,-1.7928503,-1.5315504,-1.3379242,-0.04894908,-2.4506648,-0.34667936,-0.029803056,0.59690607,0.77978885,1.4925582,-0.057955526,-0.32279763,-0.094748214,-0.22592847,0.3052633,0.73316616,-0.83433664,-0.31224367,-0.7716406,0.41041008,-0.48599276,-0.9467192,-0.5910579,-0.83820736,1.277125,-0.08909099,-2.0168395,0.94476587,-0.48373142,0.019024784,-0.58978724,0.5616193,-0.1998588,1.7480465,1.4884938,-0.20113868,-0.4231965,1.0755919,1.2201916,-1.3775192,-0.22455856,-0.67035425,0.9183727,0.46752143,0.2272305,0.2552994,-0.016436728,-0.10435948,-0.14282396,0.60613245,0.044416808,-0.08786162,0.019007713,0.32762975,-0.33262858,0.13360709,0.123631865,0.8853368,-0.11346302,0.117629714,-0.21752945,0.49077207,-0.22938958,0.3075054,0.31408548,-0.22172321,0.066234455,-0.5337924,0.010560614,0.17632207,-0.011455903,-0.34833056,0.5532639,0.22092372,-0.25739998,0.2581814,0.012481096,-0.0937753,0.15073425,-0.5051634,-0.12609865,-0.43324965
